player,mp,PTS,REB,AST,STL,BLK,TO,FGA,FTA,FG_PCT,game_date,team_score,opponent_score,TS%,TOV%
JT Thor,5.5,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2023-11-17,99.0,130.0,1.0,0.0
Theo Maledon,3.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2023-11-17,99.0,130.0,,1.0
Josh Hart,31.683333333333334,9.0,5.0,2.0,0.0,2.0,1.0,7.0,0.0,0.571,2023-11-17,120.0,99.0,0.6428571428571429,0.125
Julius Randle,35.13333333333333,22.0,7.0,8.0,1.0,2.0,6.0,18.0,6.0,0.5,2023-11-17,120.0,99.0,0.5329457364341085,0.2252252252252252
Mitchell Robinson,27.216666666666665,6.0,8.0,1.0,0.0,1.0,0.0,4.0,1.0,0.75,2023-11-17,120.0,99.0,0.6756756756756757,0.0
Donte DiVincenzo,24.666666666666668,14.0,4.0,1.0,0.0,0.0,1.0,9.0,0.0,0.556,2023-11-17,120.0,99.0,0.7777777777777778,0.1
Jalen Brunson,33.916666666666664,32.0,7.0,7.0,0.0,0.0,0.0,23.0,6.0,0.435,2023-11-17,120.0,99.0,0.62402496099844,0.0
Immanuel Quickley,33.36666666666667,27.0,6.0,4.0,1.0,0.0,1.0,18.0,5.0,0.556,2023-11-17,120.0,99.0,0.6683168316831684,0.0471698113207547
Isaiah Hartenstein,19.58333333333333,3.0,8.0,2.0,1.0,1.0,1.0,3.0,2.0,0.333,2023-11-17,120.0,99.0,0.3865979381443299,0.2049180327868852
Miles McBride,14.083333333333334,5.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.667,2023-11-17,120.0,99.0,0.8333333333333334,0.0
Evan Fournier,15.633333333333333,2.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.167,2023-11-17,120.0,99.0,0.1666666666666666,0.0
DaQuan Jeffries,2.3166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-17,120.0,99.0,,
Jericho Sims,1.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-17,120.0,99.0,,
Ryan Arcidiacono,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-17,120.0,99.0,,
RJ Barrett,,,,,,,,,,,2023-11-17,120.0,99.0,,
Deni Avdija,31.65,18.0,4.0,2.0,1.0,1.0,3.0,11.0,2.0,0.636,2023-11-17,99.0,120.0,0.7575757575757576,0.2016129032258064
Kyle Kuzma,31.83333333333333,19.0,4.0,5.0,0.0,0.0,2.0,21.0,0.0,0.381,2023-11-17,99.0,120.0,0.4523809523809524,0.0869565217391304
Daniel Gafford,27.616666666666667,10.0,7.0,0.0,1.0,0.0,1.0,8.0,2.0,0.5,2023-11-17,99.0,120.0,0.563063063063063,0.1012145748987854
Tyus Jones,29.98333333333333,11.0,3.0,5.0,1.0,0.0,1.0,7.0,2.0,0.571,2023-11-17,99.0,120.0,0.6979695431472082,0.1126126126126126
Jordan Poole,28.516666666666666,8.0,1.0,4.0,0.0,0.0,5.0,11.0,4.0,0.182,2023-11-17,99.0,120.0,0.3134796238244514,0.2815315315315315
Corey Kispert,26.266666666666666,8.0,3.0,1.0,1.0,0.0,0.0,5.0,1.0,0.6,2023-11-17,99.0,120.0,0.7352941176470588,0.0
Bilal Coulibaly,30.916666666666668,6.0,3.0,4.0,0.0,1.0,2.0,7.0,3.0,0.286,2023-11-17,99.0,120.0,0.3605769230769231,0.193798449612403
Danilo Gallinari,17.4,7.0,6.0,1.0,0.0,2.0,0.0,7.0,0.0,0.429,2023-11-17,99.0,120.0,0.5,0.0
Landry Shamet,6.55,5.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.667,2023-11-17,99.0,120.0,0.8333333333333334,0.0
Johnny Davis,2.3166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-17,99.0,120.0,,
Eugene Omoruyi,2.3166666666666664,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2023-11-17,99.0,120.0,1.25,0.0
Jared Butler,2.3166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-17,99.0,120.0,,
Anthony Gill,2.3166666666666664,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2023-11-17,99.0,120.0,1.1363636363636365,0.0
Mike Muscala,,,,,,,,,,,2023-11-17,99.0,120.0,,
Robert Covington,20.416666666666668,6.0,7.0,3.0,1.0,1.0,1.0,4.0,0.0,0.5,2023-11-17,126.0,116.0,0.75,0.2
Tobias Harris,38.35,29.0,10.0,4.0,1.0,0.0,1.0,20.0,2.0,0.6,2023-11-17,126.0,116.0,0.6944444444444445,0.0457038391224862
Joel Embiid,36.55,32.0,7.0,8.0,2.0,0.0,4.0,19.0,11.0,0.526,2023-11-17,126.0,116.0,0.6711409395973155,0.1436781609195402
De'Anthony Melton,35.96666666666667,14.0,4.0,5.0,2.0,1.0,3.0,13.0,2.0,0.385,2023-11-17,126.0,116.0,0.5043227665706052,0.1777251184834123
Tyrese Maxey,40.31666666666667,19.0,4.0,8.0,2.0,0.0,2.0,13.0,6.0,0.385,2023-11-17,126.0,116.0,0.6074168797953964,0.1133786848072562
Patrick Beverley,14.2,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2023-11-17,126.0,116.0,0.5319148936170213,0.0
Danuel House Jr.,18.366666666666667,14.0,3.0,1.0,0.0,0.0,1.0,8.0,3.0,0.625,2023-11-17,126.0,116.0,0.7510729613733905,0.0968992248062015
Marcus Morris Sr.,2.183333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-17,126.0,116.0,,
Jaden Springer,22.2,8.0,3.0,2.0,1.0,2.0,3.0,7.0,2.0,0.429,2023-11-17,126.0,116.0,0.5076142131979695,0.2757352941176471
Paul Reed,11.45,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.333,2023-11-17,126.0,116.0,0.3333333333333333,0.0
Mo Bamba,,,,,,,,,,,2023-11-17,126.0,116.0,,
Furkan Korkmaz,,,,,,,,,,,2023-11-17,126.0,116.0,,
KJ Martin,,,,,,,,,,,2023-11-17,126.0,116.0,,
De'Andre Hunter,17.916666666666668,9.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.571,2023-11-17,116.0,126.0,0.6428571428571429,0.0
Jalen Johnson,36.333333333333336,18.0,10.0,2.0,1.0,3.0,0.0,12.0,4.0,0.583,2023-11-17,116.0,126.0,0.6540697674418605,0.0
Clint Capela,28.65,17.0,11.0,2.0,1.0,1.0,0.0,11.0,5.0,0.636,2023-11-17,116.0,126.0,0.6439393939393939,0.0
Dejounte Murray,35.13333333333333,13.0,1.0,3.0,1.0,0.0,3.0,16.0,0.0,0.313,2023-11-17,116.0,126.0,0.40625,0.1578947368421052
Trae Young,36.96666666666667,22.0,2.0,13.0,1.0,0.0,4.0,14.0,10.0,0.357,2023-11-17,116.0,126.0,0.5978260869565218,0.1785714285714285
Bogdan Bogdanović,23.883333333333333,13.0,2.0,3.0,3.0,0.0,3.0,12.0,3.0,0.333,2023-11-17,116.0,126.0,0.487987987987988,0.1838235294117647
Saddiq Bey,31.35,17.0,7.0,1.0,1.0,0.0,2.0,9.0,4.0,0.667,2023-11-17,116.0,126.0,0.7899628252788105,0.1567398119122257
Wesley Matthews,10.4,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2023-11-17,116.0,126.0,0.2659574468085106,0.0
Onyeka Okongwu,19.366666666666667,5.0,5.0,0.0,0.0,0.0,1.0,6.0,0.0,0.333,2023-11-17,116.0,126.0,0.4166666666666667,0.1428571428571428
Bruno Fernando,,,,,,,,,,,2023-11-17,116.0,126.0,,
Trent Forrest,,,,,,,,,,,2023-11-17,116.0,126.0,,
AJ Griffin,,,,,,,,,,,2023-11-17,116.0,126.0,,
Garrison Mathews,,,,,,,,,,,2023-11-17,116.0,126.0,,
Patty Mills,,,,,,,,,,,2023-11-17,116.0,126.0,,
Ausar Thompson,17.316666666666666,9.0,10.0,2.0,0.0,0.0,5.0,8.0,3.0,0.5,2023-11-17,100.0,108.0,0.482832618025751,0.3491620111731843
Kevin Knox II,30.55,11.0,10.0,1.0,2.0,1.0,0.0,10.0,0.0,0.5,2023-11-17,100.0,108.0,0.55,0.0
Isaiah Stewart,30.53333333333333,11.0,10.0,2.0,1.0,2.0,1.0,11.0,2.0,0.364,2023-11-17,100.0,108.0,0.4629629629629629,0.077639751552795
Cade Cunningham,34.0,20.0,5.0,8.0,0.0,0.0,4.0,21.0,0.0,0.429,2023-11-17,100.0,108.0,0.4761904761904761,0.16
Killian Hayes,22.133333333333333,4.0,0.0,2.0,1.0,1.0,0.0,6.0,0.0,0.333,2023-11-17,100.0,108.0,0.3333333333333333,0.0
Alec Burks,24.016666666666666,10.0,3.0,1.0,1.0,0.0,0.0,14.0,0.0,0.286,2023-11-17,100.0,108.0,0.3571428571428571,0.0
Jaden Ivey,29.116666666666667,11.0,2.0,3.0,1.0,0.0,6.0,6.0,2.0,0.667,2023-11-17,100.0,108.0,0.7994186046511628,0.4658385093167702
Marcus Sasser,15.333333333333334,6.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.286,2023-11-17,100.0,108.0,0.3807106598984772,0.0
Marvin Bagley III,15.85,8.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,0.6,2023-11-17,100.0,108.0,0.6802721088435374,0.1453488372093023
Stanley Umude,17.316666666666666,10.0,6.0,0.0,1.0,1.0,0.0,3.0,4.0,0.667,2023-11-17,100.0,108.0,1.050420168067227,0.0
James Wiseman,3.8333333333333335,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-17,100.0,108.0,,
Jalen Duren,,,,,,,,,,,2023-11-17,100.0,108.0,,
Isaiah Livers,,,,,,,,,,,2023-11-17,100.0,108.0,,
Dean Wade,21.8,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2023-11-17,108.0,100.0,1.5,0.0
Evan Mobley,35.35,18.0,10.0,5.0,1.0,0.0,3.0,12.0,4.0,0.667,2023-11-17,108.0,100.0,0.6540697674418605,0.1789976133651551
Jarrett Allen,32.46666666666667,10.0,7.0,2.0,0.0,5.0,2.0,8.0,3.0,0.5,2023-11-17,108.0,100.0,0.5364806866952789,0.1766784452296819
Max Strus,38.73333333333333,18.0,7.0,3.0,4.0,1.0,2.0,15.0,0.0,0.467,2023-11-17,108.0,100.0,0.6,0.1176470588235294
Darius Garland,33.63333333333333,28.0,3.0,3.0,0.0,0.0,5.0,19.0,8.0,0.526,2023-11-17,108.0,100.0,0.6216696269982238,0.1816860465116279
Georges Niang,26.883333333333333,9.0,7.0,2.0,1.0,0.0,0.0,4.0,2.0,0.75,2023-11-17,108.0,100.0,0.9221311475409836,0.0
Caris LeVert,32.7,10.0,1.0,1.0,2.0,0.0,0.0,14.0,2.0,0.286,2023-11-17,108.0,100.0,0.336021505376344,0.0
Craig Porter Jr.,15.833333333333334,12.0,3.0,5.0,1.0,0.0,0.0,9.0,2.0,0.556,2023-11-17,108.0,100.0,0.6072874493927125,0.0
Sam Merrill,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-17,108.0,100.0,,
Tristan Thompson,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-17,108.0,100.0,,
Emoni Bates,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-17,108.0,100.0,,
Damian Jones,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-17,108.0,100.0,,
Jaylen Brown,35.75,23.0,3.0,4.0,1.0,1.0,3.0,14.0,3.0,0.643,2023-11-17,108.0,105.0,0.7506527415143603,0.1637554585152838
Jayson Tatum,37.41666666666666,17.0,7.0,2.0,1.0,0.0,3.0,22.0,0.0,0.364,2023-11-17,108.0,105.0,0.3863636363636363,0.12
Kristaps Porziņģis,34.9,14.0,12.0,5.0,1.0,3.0,2.0,13.0,2.0,0.462,2023-11-17,108.0,105.0,0.5043227665706052,0.1259445843828715
Derrick White,34.266666666666666,13.0,4.0,5.0,0.0,0.0,1.0,10.0,2.0,0.4,2023-11-17,108.0,105.0,0.5974264705882353,0.0841750841750841
Jrue Holiday,34.68333333333333,14.0,8.0,5.0,0.0,0.0,1.0,14.0,2.0,0.357,2023-11-17,108.0,105.0,0.4704301075268817,0.0629722921914357
Sam Hauser,22.7,11.0,3.0,3.0,1.0,0.0,0.0,7.0,0.0,0.571,2023-11-17,108.0,105.0,0.7857142857142857,0.0
Al Horford,22.83333333333333,11.0,4.0,2.0,0.0,0.0,0.0,5.0,0.0,0.8,2023-11-17,108.0,105.0,1.1,0.0
Payton Pritchard,17.45,5.0,3.0,3.0,1.0,0.0,0.0,7.0,0.0,0.286,2023-11-17,108.0,105.0,0.3571428571428571,0.0
Dalano Banton,,,,,,,,,,,2023-11-17,108.0,105.0,,
Oshae Brissett,,,,,,,,,,,2023-11-17,108.0,105.0,,
Luke Kornet,,,,,,,,,,,2023-11-17,108.0,105.0,,
Svi Mykhailiuk,,,,,,,,,,,2023-11-17,108.0,105.0,,
Neemias Queta,,,,,,,,,,,2023-11-17,108.0,105.0,,
Lamar Stevens,,,,,,,,,,,2023-11-17,108.0,105.0,,
Scottie Barnes,32.43333333333333,14.0,3.0,6.0,0.0,1.0,1.0,13.0,3.0,0.385,2023-11-17,105.0,108.0,0.4888268156424581,0.0652741514360313
Pascal Siakam,29.116666666666667,23.0,6.0,5.0,0.0,0.0,3.0,16.0,1.0,0.688,2023-11-17,105.0,108.0,0.6995133819951338,0.1543209876543209
Jakob Poeltl,33.81666666666667,11.0,8.0,4.0,1.0,0.0,3.0,5.0,2.0,1.0,2023-11-17,105.0,108.0,0.935374149659864,0.3378378378378379
Gary Trent Jr.,31.05,14.0,2.0,1.0,1.0,0.0,0.0,9.0,4.0,0.444,2023-11-17,105.0,108.0,0.6505576208178439,0.0
Dennis Schröder,35.05,23.0,7.0,6.0,0.0,0.0,2.0,19.0,0.0,0.474,2023-11-17,105.0,108.0,0.6052631578947368,0.0952380952380952
Gradey Dick,10.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,2023-11-17,105.0,108.0,0.0,0.2857142857142857
Jalen McDaniels,6.833333333333333,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,2023-11-17,105.0,108.0,0.4,0.0
Precious Achiuwa,24.433333333333334,5.0,9.0,1.0,2.0,0.0,1.0,4.0,2.0,0.5,2023-11-17,105.0,108.0,0.5122950819672131,0.1700680272108843
Chris Boucher,18.016666666666666,6.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,0.333,2023-11-17,105.0,108.0,0.436046511627907,0.0
Malachi Flynn,19.266666666666666,5.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.4,2023-11-17,105.0,108.0,0.5,0.1666666666666666
OG Anunoby,,,,,,,,,,,2023-11-17,105.0,108.0,,
Garrett Temple,,,,,,,,,,,2023-11-17,105.0,108.0,,
Harrison Barnes,25.666666666666668,7.0,2.0,1.0,1.0,0.0,1.0,7.0,3.0,0.286,2023-11-17,129.0,120.0,0.4206730769230769,0.1072961373390558
Keegan Murray,38.48333333333333,6.0,6.0,3.0,1.0,0.0,2.0,10.0,0.0,0.3,2023-11-17,129.0,120.0,0.3,0.1666666666666666
Domantas Sabonis,35.28333333333333,27.0,14.0,7.0,0.0,1.0,4.0,13.0,8.0,0.692,2023-11-17,129.0,120.0,0.8171912832929782,0.1949317738791423
Kevin Huerter,25.416666666666668,9.0,1.0,2.0,3.0,0.0,0.0,9.0,0.0,0.444,2023-11-17,129.0,120.0,0.5,0.0
De'Aaron Fox,40.71666666666667,43.0,8.0,7.0,1.0,1.0,1.0,24.0,13.0,0.583,2023-11-17,129.0,120.0,0.7234185733512787,0.0325520833333333
Malik Monk,25.516666666666666,20.0,4.0,8.0,1.0,0.0,1.0,11.0,0.0,0.636,2023-11-17,129.0,120.0,0.9090909090909092,0.0833333333333333
Sasha Vezenkov,16.933333333333334,5.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,2023-11-17,129.0,120.0,0.625,0.0
Keon Ellis,9.616666666666667,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2023-11-17,129.0,120.0,1.0,0.5
Chris Duarte,14.833333333333334,6.0,3.0,0.0,2.0,0.0,2.0,4.0,0.0,0.5,2023-11-17,129.0,120.0,0.75,0.3333333333333333
JaVale McGee,7.533333333333333,4.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2023-11-17,129.0,120.0,1.0,0.3333333333333333
Kessler Edwards,,,,,,,,,,,2023-11-17,129.0,120.0,,
Davion Mitchell,,,,,,,,,,,2023-11-17,129.0,120.0,,
Filip Petrusev,,,,,,,,,,,2023-11-17,129.0,120.0,,
Jalen Slawson,,,,,,,,,,,2023-11-17,129.0,120.0,,
Keldon Johnson,35.85,21.0,9.0,7.0,1.0,1.0,3.0,16.0,2.0,0.438,2023-11-17,120.0,129.0,0.6220379146919431,0.1509054325955734
Victor Wembanyama,30.466666666666665,27.0,9.0,0.0,2.0,0.0,4.0,26.0,1.0,0.462,2023-11-17,120.0,129.0,0.510590015128593,0.1314060446780552
Zach Collins,33.916666666666664,28.0,8.0,5.0,3.0,1.0,3.0,14.0,6.0,0.714,2023-11-17,120.0,129.0,0.8413461538461539,0.1527494908350305
Julian Champagnie,25.316666666666663,9.0,2.0,3.0,0.0,1.0,2.0,5.0,4.0,0.4,2023-11-17,120.0,129.0,0.6656804733727811,0.228310502283105
Jeremy Sochan,36.8,8.0,8.0,6.0,1.0,0.0,2.0,11.0,2.0,0.273,2023-11-17,120.0,129.0,0.3367003367003366,0.1440922190201729
Malaki Branham,27.9,10.0,0.0,5.0,0.0,0.0,0.0,10.0,2.0,0.4,2023-11-17,120.0,129.0,0.4595588235294117,0.0
Cedi Osman,15.1,3.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.333,2023-11-17,120.0,129.0,0.5,0.0
Charles Bassey,2.466666666666667,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2023-11-17,120.0,129.0,1.0,0.0
Blake Wesley,3.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-17,120.0,129.0,,
Doug McDermott,16.266666666666666,6.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.5,2023-11-17,120.0,129.0,0.6147540983606558,0.0
Sandro Mamukelashvili,12.15,6.0,3.0,3.0,0.0,0.0,1.0,2.0,4.0,0.5,2023-11-17,120.0,129.0,0.797872340425532,0.2100840336134453
Charles Bediako,,,,,,,,,,,2023-11-17,120.0,129.0,,
Sidy Cissoko,,,,,,,,,,,2023-11-17,120.0,129.0,,
Devonte' Graham,,,,,,,,,,,2023-11-17,120.0,129.0,,
Sir'Jabari Rice,,,,,,,,,,,2023-11-17,120.0,129.0,,
Franz Wagner,35.38333333333333,21.0,4.0,2.0,2.0,0.0,2.0,18.0,2.0,0.5,2023-11-17,103.0,97.0,0.5561440677966102,0.0957854406130268
Paolo Banchero,31.7,13.0,8.0,4.0,0.0,1.0,7.0,14.0,4.0,0.429,2023-11-17,103.0,97.0,0.4124365482233502,0.3075571177504393
Goga Bitadze,21.316666666666663,2.0,4.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,2023-11-17,103.0,97.0,0.3623188405797102,0.2659574468085106
Gary Harris,28.683333333333334,15.0,6.0,2.0,1.0,2.0,0.0,10.0,2.0,0.5,2023-11-17,103.0,97.0,0.6893382352941176,0.0
Anthony Black,11.416666666666666,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.5,2023-11-17,103.0,97.0,0.4098360655737705,0.5514705882352942
Joe Ingles,25.53333333333333,8.0,1.0,5.0,1.0,0.0,1.0,8.0,0.0,0.375,2023-11-17,103.0,97.0,0.5,0.1111111111111111
Cole Anthony,36.73333333333333,11.0,8.0,7.0,1.0,0.0,2.0,12.0,4.0,0.25,2023-11-17,103.0,97.0,0.3997093023255814,0.1269035532994923
Jonathan Isaac,19.516666666666666,18.0,9.0,1.0,1.0,1.0,1.0,8.0,4.0,0.75,2023-11-17,103.0,97.0,0.9221311475409836,0.0929368029739777
Moritz Wagner,23.466666666666665,10.0,4.0,3.0,0.0,1.0,0.0,5.0,2.0,0.8,2023-11-17,103.0,97.0,0.8503401360544218,0.0
Caleb Houstan,6.25,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2023-11-17,103.0,97.0,1.5,0.0
Jett Howard,,,,,,,,,,,2023-11-17,103.0,97.0,,
Chuma Okeke,,,,,,,,,,,2023-11-17,103.0,97.0,,
Admiral Schofield,,,,,,,,,,,2023-11-17,103.0,97.0,,
Jalen Suggs,,,,,,,,,,,2023-11-17,103.0,97.0,,
DeMar DeRozan,36.03333333333333,23.0,4.0,3.0,1.0,0.0,3.0,20.0,4.0,0.5,2023-11-17,97.0,103.0,0.5284926470588235,0.1211631663974151
Alex Caruso,23.1,18.0,1.0,0.0,3.0,2.0,1.0,6.0,4.0,0.833,2023-11-17,97.0,103.0,1.1597938144329898,0.1141552511415525
Nikola Vučević,30.166666666666668,10.0,10.0,6.0,0.0,0.0,1.0,16.0,2.0,0.25,2023-11-17,97.0,103.0,0.2962085308056872,0.0559284116331096
Zach LaVine,40.766666666666666,34.0,6.0,3.0,1.0,0.0,3.0,20.0,7.0,0.6,2023-11-17,97.0,103.0,0.7365684575389948,0.1150306748466257
Coby White,29.766666666666666,4.0,1.0,4.0,1.0,0.0,2.0,6.0,1.0,0.333,2023-11-17,97.0,103.0,0.3105590062111801,0.2369668246445497
Ayo Dosunmu,13.6,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2023-11-17,97.0,103.0,0.0,0.0
Andre Drummond,17.833333333333332,5.0,6.0,0.0,2.0,1.0,2.0,2.0,4.0,0.5,2023-11-17,97.0,103.0,0.6648936170212766,0.3472222222222222
Torrey Craig,25.916666666666668,3.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.333,2023-11-17,97.0,103.0,0.5,0.25
Patrick Williams,13.016666666666667,0.0,2.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,2023-11-17,97.0,103.0,0.0,0.5
Jevon Carter,9.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-17,97.0,103.0,,
Julian Phillips,,,,,,,,,,,2023-11-17,97.0,103.0,,
Terry Taylor,,,,,,,,,,,2023-11-17,97.0,103.0,,
Michael Porter Jr.,32.9,18.0,11.0,0.0,0.0,0.0,0.0,14.0,1.0,0.571,2023-11-17,110.0,115.0,0.6232686980609419,0.0
Aaron Gordon,39.15,14.0,8.0,2.0,1.0,0.0,0.0,14.0,3.0,0.5,2023-11-17,110.0,115.0,0.4569190600522193,0.0
Nikola Jokić,36.16666666666666,26.0,16.0,18.0,1.0,1.0,4.0,20.0,5.0,0.5,2023-11-17,110.0,115.0,0.5855855855855856,0.1526717557251908
Kentavious Caldwell-Pope,34.86666666666667,8.0,1.0,8.0,1.0,2.0,0.0,7.0,0.0,0.429,2023-11-17,110.0,115.0,0.5714285714285714,0.0
Reggie Jackson,33.31666666666667,14.0,2.0,3.0,0.0,0.0,4.0,12.0,0.0,0.5,2023-11-17,110.0,115.0,0.5833333333333334,0.25
Christian Braun,29.7,25.0,9.0,3.0,0.0,0.0,0.0,19.0,1.0,0.579,2023-11-17,110.0,115.0,0.6430041152263374,0.0
Jalen Pickett,9.666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2023-11-17,110.0,115.0,0.0,0.3333333333333333
Peyton Watson,11.433333333333334,3.0,3.0,1.0,0.0,0.0,2.0,3.0,2.0,0.333,2023-11-17,110.0,115.0,0.3865979381443299,0.3401360544217687
Julian Strawther,8.5,2.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.25,2023-11-17,110.0,115.0,0.25,0.0
Zeke Nnaji,4.3,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2023-11-17,110.0,115.0,0.0,0.6666666666666666
Collin Gillespie,,,,,,,,,,,2023-11-17,110.0,115.0,,
Justin Holiday,,,,,,,,,,,2023-11-17,110.0,115.0,,
DeAndre Jordan,,,,,,,,,,,2023-11-17,110.0,115.0,,
Braxton Key,,,,,,,,,,,2023-11-17,110.0,115.0,,
Brandon Ingram,38.2,21.0,3.0,8.0,1.0,0.0,2.0,19.0,1.0,0.474,2023-11-17,115.0,110.0,0.5401234567901234,0.0932835820895522
Zion Williamson,32.55,26.0,4.0,6.0,0.0,2.0,4.0,17.0,11.0,0.588,2023-11-17,115.0,110.0,0.5952380952380952,0.1547987616099071
Jonas Valančiūnas,34.45,22.0,8.0,3.0,0.0,1.0,0.0,18.0,3.0,0.556,2023-11-17,115.0,110.0,0.5693581780538303,0.0
Herbert Jones,36.86666666666667,8.0,5.0,4.0,3.0,1.0,1.0,8.0,2.0,0.375,2023-11-17,115.0,110.0,0.4504504504504504,0.1012145748987854
Dyson Daniels,33.15,10.0,8.0,7.0,3.0,0.0,0.0,6.0,3.0,0.667,2023-11-17,115.0,110.0,0.6830601092896175,0.0
Jordan Hawkins,25.95,7.0,5.0,4.0,0.0,0.0,0.0,7.0,0.0,0.429,2023-11-17,115.0,110.0,0.5,0.0
Naji Marshall,18.366666666666667,12.0,5.0,1.0,1.0,0.0,2.0,6.0,0.0,0.667,2023-11-17,115.0,110.0,1.0,0.25
Matt Ryan,18.75,9.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.429,2023-11-17,115.0,110.0,0.6048387096774194,0.0
Cody Zeller,1.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023-11-17,115.0,110.0,,
Jeremiah Robinson-Earl,0.2333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-17,115.0,110.0,,
Jose Alvarado,,,,,,,,,,,2023-11-17,115.0,110.0,,
Kira Lewis Jr.,,,,,,,,,,,2023-11-17,115.0,110.0,,
Eric Gordon,33.18333333333333,14.0,2.0,1.0,1.0,1.0,1.0,12.0,0.0,0.417,2023-11-17,131.0,128.0,0.5833333333333334,0.0769230769230769
Kevin Durant,33.38333333333333,38.0,9.0,9.0,0.0,0.0,1.0,22.0,2.0,0.682,2023-11-17,131.0,128.0,0.8304195804195804,0.0418760469011725
Jusuf Nurkić,23.03333333333333,15.0,7.0,4.0,1.0,0.0,4.0,7.0,7.0,0.571,2023-11-17,131.0,128.0,0.7440476190476191,0.2840909090909091
Grayson Allen,29.866666666666667,10.0,1.0,1.0,0.0,0.0,0.0,8.0,2.0,0.375,2023-11-17,131.0,128.0,0.563063063063063,0.0
Devin Booker,31.866666666666667,24.0,4.0,15.0,0.0,0.0,1.0,15.0,10.0,0.467,2023-11-17,131.0,128.0,0.6185567010309279,0.0490196078431372
Josh Okogie,12.716666666666669,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2023-11-17,131.0,128.0,0.2659574468085106,0.3472222222222222
Drew Eubanks,21.05,11.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2023-11-17,131.0,128.0,1.1,0.0
Yuta Watanabe,10.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.333,2023-11-17,131.0,128.0,0.5,0.0
